date,channel,spend,free_signups,trial_starts,paid_conversions,retained_day_30,retained_day_90,retained_day_180,cost_per_signup,cost_per_trial,cost_per_paid,cost_per_retained_90,is_holdout_period
2024-05-31,tiktok,4137.16,258,64,17,11,9,6,16.04,64.64,243.36,459.68,False
2024-05-31,apple_search,2894.94,84,46,28,24,22,21,34.46,62.93,103.39,131.59,False
2024-06-01,meta,6795.64,309,107,46,38,30,26,21.99,63.51,147.73,226.52,False
2024-06-01,google,9372.55,306,131,69,55,46,44,30.63,71.55,135.83,203.75,False
2024-06-01,tiktok,4695.87,254,59,16,10,8,5,18.49,79.59,293.49,586.98,False
2024-06-01,apple_search,2632.14,70,39,26,22,22,19,37.6,67.49,101.24,119.64,False
2024-06-02,meta,8078.47,314,107,48,41,33,27,25.73,75.5,168.3,244.8,False
2024-06-02,google,10843.92,291,120,66,53,45,40,37.26,90.37,164.3,240.98,False
2024-06-02,tiktok,4309.81,230,56,15,10,8,5,18.74,76.96,287.32,538.73,False
2024-06-02,apple_search,2882.19,71,40,24,21,19,15,40.59,72.05,120.09,151.69,False
2024-06-03,meta,9832.59,361,123,58,45,41,32,27.24,79.94,169.53,239.82,False
2024-06-03,google,10979.61,343,143,78,64,54,51,32.01,76.78,140.76,203.33,False
2024-06-03,tiktok,4869.11,300,81,23,16,11,9,16.23,60.11,211.7,442.65,False
2024-06-03,apple_search,3500.96,92,48,27,24,19,19,38.05,72.94,129.67,184.26,False
2024-06-04,meta,10451.91,366,140,66,53,44,36,28.56,74.66,158.36,237.54,False
2024-06-04,google,9274.96,277,113,52,44,36,28,33.48,82.08,178.36,257.64,False
2024-06-04,tiktok,6302.76,352,88,25,17,13,9,17.91,71.62,252.11,484.83,False
2024-06-04,apple_search,3151.36,83,48,28,26,21,20,37.97,65.65,112.55,150.06,False
2024-06-05,meta,8239.67,319,101,44,34,30,25,25.83,81.58,187.27,274.66,False
2024-06-05,google,12343.1,281,130,68,56,49,41,43.93,94.95,181.52,251.9,False
2024-06-05,tiktok,4772.7,277,67,19,13,9,7,17.23,71.23,251.19,530.3,False
2024-06-05,apple_search,3637.67,94,53,33,29,27,21,38.7,68.64,110.23,134.73,False
2024-06-06,meta,7930.19,275,101,47,39,33,24,28.84,78.52,168.73,240.31,False
2024-06-06,google,11940.59,357,156,80,67,59,51,33.45,76.54,149.26,202.38,False
2024-06-06,tiktok,4773.07,270,63,16,11,8,6,17.68,75.76,298.32,596.63,False
2024-06-06,apple_search,2768.02,71,34,22,19,18,16,38.99,81.41,125.82,153.78,False
2024-06-07,meta,6744.07,238,84,36,29,23,17,28.34,80.29,187.34,293.22,False
2024-06-07,google,7137.98,252,102,51,44,38,30,28.33,69.98,139.96,187.84,False
2024-06-07,tiktok,4458.41,270,62,18,12,9,5,16.51,71.91,247.69,495.38,False
2024-06-07,apple_search,2701.4,66,36,22,20,17,15,40.93,75.04,122.79,158.91,False
2024-06-08,meta,9146.21,344,128,58,45,36,28,26.59,71.45,157.69,254.06,False
2024-06-08,google,10525.86,375,172,93,81,65,52,28.07,61.2,113.18,161.94,False
2024-06-08,tiktok,5911.74,329,82,25,17,13,10,17.97,72.09,236.47,454.75,False
2024-06-08,apple_search,3084.55,87,49,29,26,21,22,35.45,62.95,106.36,146.88,False
2024-06-09,meta,7536.27,301,100,46,37,28,26,25.04,75.36,163.83,269.15,False
2024-06-09,google,10680.8,368,154,81,66,56,47,29.02,69.36,131.86,190.73,False
2024-06-09,tiktok,6967.37,403,96,30,19,14,10,17.29,72.58,232.25,497.67,False
2024-06-09,apple_search,2977.34,65,36,22,20,18,16,45.81,82.7,135.33,165.41,False
2024-06-10,meta,10091.03,350,115,54,43,35,29,28.83,87.75,186.87,288.32,False
2024-06-10,google,10223.42,314,134,70,57,49,45,32.56,76.29,146.05,208.64,False
2024-06-10,tiktok,6452.91,401,106,33,22,17,12,16.09,60.88,195.54,379.58,False
2024-06-10,apple_search,3254.53,85,48,30,26,24,20,38.29,67.8,108.48,135.61,False
2024-06-11,meta,9486.55,331,114,53,42,39,25,28.66,83.22,178.99,243.24,False
2024-06-11,google,10661.2,350,151,78,66,57,46,30.46,70.6,136.68,187.04,False
2024-06-11,tiktok,7742.52,390,101,28,19,14,9,19.85,76.66,276.52,553.04,False
2024-06-11,apple_search,3569.56,84,47,27,25,20,19,42.49,75.95,132.21,178.48,False
2024-06-12,meta,10282.32,336,122,51,43,34,26,30.6,84.28,201.61,302.42,False
2024-06-12,google,11075.88,374,152,76,64,51,52,29.61,72.87,145.74,217.17,False
2024-06-12,tiktok,4930.8,301,76,21,14,11,7,16.38,64.88,234.8,448.25,False
2024-06-12,apple_search,3857.71,103,59,35,30,27,25,37.45,65.38,110.22,142.88,False
2024-06-13,meta,9945.68,274,95,43,34,31,24,36.3,104.69,231.29,320.83,False
2024-06-13,google,13298.03,373,164,92,81,62,55,35.65,81.09,144.54,214.48,False
2024-06-13,tiktok,5249.86,306,79,22,15,10,9,17.16,66.45,238.63,524.99,False
2024-06-13,apple_search,3270.76,84,45,29,23,23,20,38.94,72.68,112.78,142.21,False
2024-06-14,meta,7284.01,335,112,52,43,37,27,21.74,65.04,140.08,196.87,False
2024-06-14,google,8910.48,329,141,67,56,49,43,27.08,63.19,132.99,181.85,False
2024-06-14,tiktok,4055.41,168,43,12,7,5,4,24.14,94.31,337.95,811.08,False
2024-06-14,apple_search,2968.64,76,44,28,26,20,20,39.06,67.47,106.02,148.43,False
2024-06-15,meta,5921.53,235,81,37,30,25,21,25.2,73.11,160.04,236.86,False
2024-06-15,google,12298.44,356,142,74,61,57,44,34.55,86.61,166.2,215.76,False
2024-06-15,tiktok,4194.97,233,60,17,11,9,6,18.0,69.92,246.76,466.11,False
2024-06-15,apple_search,2941.9,82,41,26,22,21,17,35.88,71.75,113.15,140.09,False
2024-06-16,meta,10153.95,393,143,65,52,42,39,25.84,71.01,156.21,241.76,False
2024-06-16,google,10532.55,300,130,64,52,42,37,35.11,81.02,164.57,250.77,False
2024-06-16,tiktok,5629.95,313,81,24,16,12,9,17.99,69.51,234.58,469.16,False
2024-06-16,apple_search,3888.24,95,51,30,25,24,22,40.93,76.24,129.61,162.01,False
2024-06-17,meta,9995.78,346,129,56,47,38,29,28.89,77.49,178.5,263.05,False
2024-06-17,google,12316.49,383,163,85,72,68,56,32.16,75.56,144.9,181.12,False
2024-06-17,tiktok,6788.4,345,90,27,18,13,10,19.68,75.43,251.42,522.18,False
2024-06-17,apple_search,2355.97,65,34,22,19,16,15,36.25,69.29,107.09,147.25,False
2024-06-18,meta,7756.12,313,111,52,41,35,25,24.78,69.87,149.16,221.6,False
2024-06-18,google,12467.69,389,167,86,74,66,51,32.05,74.66,144.97,188.9,False
2024-06-18,tiktok,5949.12,282,67,20,14,10,7,21.1,88.79,297.46,594.91,False
2024-06-18,apple_search,3309.52,80,44,25,23,19,18,41.37,75.22,132.38,174.19,False
2024-06-19,meta,7447.39,310,112,51,40,35,25,24.02,66.49,146.03,212.78,False
2024-06-19,google,11151.17,383,167,86,70,63,52,29.12,66.77,129.66,177.0,False
2024-06-19,tiktok,2414.54,160,39,12,8,5,4,15.09,61.91,201.21,482.91,False
2024-06-19,apple_search,3550.59,73,38,26,23,21,17,48.64,93.44,136.56,169.08,False
2024-06-20,meta,6315.31,250,86,37,30,25,20,25.26,73.43,170.68,252.61,False
2024-06-20,google,9755.57,333,126,58,50,42,35,29.3,77.43,168.2,232.28,False
2024-06-20,tiktok,3744.0,206,50,13,8,6,5,18.17,74.88,288.0,624.0,False
2024-06-20,apple_search,3305.26,91,45,28,24,22,19,36.32,73.45,118.04,150.24,False
2024-06-21,meta,9368.29,309,111,49,39,33,25,30.32,84.4,191.19,283.89,False
2024-06-21,google,9757.88,315,133,69,60,51,38,30.98,73.37,141.42,191.33,False
2024-06-21,tiktok,5948.68,279,71,21,13,10,7,21.32,83.78,283.27,594.87,False
2024-06-21,apple_search,2709.83,82,43,25,22,20,17,33.05,63.02,108.39,135.49,False
2024-06-22,meta,9186.81,353,110,48,38,33,21,26.02,83.52,191.39,278.39,False
2024-06-22,google,12763.12,394,166,91,82,68,59,32.39,76.89,140.25,187.69,False
2024-06-22,tiktok,5046.45,279,68,19,13,9,7,18.09,74.21,265.6,560.72,False
2024-06-22,apple_search,2438.11,67,36,22,19,20,17,36.39,67.73,110.82,121.91,False
2024-06-23,meta,7480.5,298,101,43,33,29,22,25.1,74.06,173.97,257.95,False
2024-06-23,google,12832.11,413,185,92,79,68,54,31.07,69.36,139.48,188.71,False
2024-06-23,tiktok,4639.32,308,77,23,15,11,8,15.06,60.25,201.71,421.76,False
2024-06-23,apple_search,3406.29,77,42,23,20,19,17,44.24,81.1,148.1,179.28,False
2024-06-24,meta,8655.44,290,96,42,35,29,22,29.85,90.16,206.08,298.46,False
2024-06-24,google,9903.86,329,132,66,58,49,40,30.1,75.03,150.06,202.12,False
2024-06-24,tiktok,3919.91,236,62,18,13,9,7,16.61,63.22,217.77,435.55,False
2024-06-24,apple_search,3553.76,94,55,34,30,26,24,37.81,64.61,104.52,136.68,False
2024-06-25,meta,7414.29,285,105,42,36,30,22,26.02,70.61,176.53,247.14,False
2024-06-25,google,12242.06,367,163,88,71,65,52,33.36,75.1,139.11,188.34,False
2024-06-25,tiktok,5865.32,291,79,24,16,11,8,20.16,74.24,244.39,533.21,False
2024-06-25,apple_search,3597.61,91,53,34,31,27,22,39.53,67.88,105.81,133.24,False
2024-06-26,meta,8922.08,364,127,58,47,37,31,24.51,70.25,153.83,241.14,False
2024-06-26,google,11916.0,338,140,69,60,48,46,35.25,85.11,172.7,248.25,False
2024-06-26,tiktok,7940.58,360,85,22,14,10,9,22.06,93.42,360.94,794.06,False
2024-06-26,apple_search,3486.89,91,44,25,23,20,17,38.32,79.25,139.48,174.34,False
2024-06-27,meta,9967.92,408,141,63,51,47,29,24.43,70.69,158.22,212.08,False
2024-06-27,google,12428.43,365,157,78,66,58,57,34.05,79.16,159.34,214.28,False
2024-06-27,tiktok,6903.54,315,77,22,14,11,8,21.92,89.66,313.8,627.59,False
2024-06-27,apple_search,3006.9,87,49,29,25,25,21,34.56,61.37,103.69,120.28,False
2024-06-28,meta,7818.74,294,103,45,34,33,25,26.59,75.91,173.75,236.93,False
2024-06-28,google,10226.9,326,131,67,54,53,37,31.37,78.07,152.64,192.96,False
2024-06-28,tiktok,3621.21,206,54,16,10,8,6,17.58,67.06,226.33,452.65,False
2024-06-28,apple_search,3085.83,86,52,35,30,30,25,35.88,59.34,88.17,102.86,False
2024-06-29,meta,8390.03,263,91,39,32,27,18,31.9,92.2,215.13,310.74,False
2024-06-29,google,9731.28,352,146,78,66,57,46,27.65,66.65,124.76,170.72,False
2024-06-29,tiktok,3394.76,180,46,13,9,6,4,18.86,73.8,261.14,565.79,False
2024-06-29,apple_search,3233.57,80,41,26,23,20,20,40.42,78.87,124.37,161.68,False
2024-06-30,meta,9151.2,344,113,50,41,31,27,26.6,80.98,183.02,295.2,False
2024-06-30,google,11613.17,357,157,83,73,56,51,32.53,73.97,139.92,207.38,False
2024-06-30,tiktok,5858.35,280,73,24,16,12,9,20.92,80.25,244.1,488.2,False
2024-06-30,apple_search,3196.68,67,35,20,18,15,14,47.71,91.33,159.83,213.11,False
2024-07-01,meta,10399.31,318,107,48,40,33,26,32.7,97.19,216.65,315.13,False
2024-07-01,google,11576.94,370,156,76,64,51,46,31.29,74.21,152.33,227.0,False
2024-07-01,tiktok,5045.62,355,88,24,16,12,10,14.21,57.34,210.23,420.47,False
2024-07-01,apple_search,3238.01,70,40,23,20,18,16,46.26,80.95,140.78,179.89,False
2024-07-02,meta,10119.28,329,113,50,41,34,28,30.76,89.55,202.39,297.63,False
2024-07-02,google,12624.87,387,166,79,67,58,50,32.62,76.05,159.81,217.67,False
2024-07-02,tiktok,4739.87,252,61,18,12,9,7,18.81,77.7,263.33,526.65,False
2024-07-02,apple_search,3481.67,86,46,29,26,25,19,40.48,75.69,120.06,139.27,False
2024-07-03,meta,9878.92,330,110,49,40,38,26,29.94,89.81,201.61,259.97,False
2024-07-03,google,9904.2,330,124,64,54,47,41,30.01,79.87,154.75,210.73,False
2024-07-03,tiktok,5007.84,277,66,18,12,8,6,18.08,75.88,278.21,625.98,False
2024-07-03,apple_search,3095.37,85,50,28,23,22,20,36.42,61.91,110.55,140.7,False
2024-07-04,meta,9462.01,326,112,51,43,31,27,29.02,84.48,185.53,305.23,False
2024-07-04,google,11745.73,325,148,74,62,54,43,36.14,79.36,158.73,217.51,False
2024-07-04,tiktok,3082.61,178,46,13,8,7,4,17.32,67.01,237.12,440.37,False
2024-07-04,apple_search,3260.3,85,48,33,30,27,22,38.36,67.92,98.8,120.75,False
2024-07-05,meta,6585.13,265,93,39,31,27,21,24.85,70.81,168.85,243.89,False
2024-07-05,google,10317.14,340,139,70,57,54,42,30.34,74.22,147.39,191.06,False
2024-07-05,tiktok,4590.78,239,68,19,13,10,7,19.21,67.51,241.62,459.08,False
2024-07-05,apple_search,3198.1,97,54,31,27,25,25,32.97,59.22,103.16,127.92,False
2024-07-06,meta,6147.1,279,98,45,36,29,26,22.03,62.73,136.6,211.97,False
2024-07-06,google,10485.88,366,153,77,62,57,48,28.65,68.54,136.18,183.96,False
2024-07-06,tiktok,3687.47,207,50,13,8,6,4,17.81,73.75,283.65,614.58,False
2024-07-06,apple_search,2701.25,60,36,23,20,18,17,45.02,75.03,117.45,150.07,False
2024-07-07,meta,10778.19,334,123,53,41,37,31,32.27,87.63,203.36,291.3,False
2024-07-07,google,14980.26,350,152,77,66,51,42,42.8,98.55,194.55,293.73,False
2024-07-07,tiktok,4606.68,266,64,19,13,10,8,17.32,71.98,242.46,460.67,False
2024-07-07,apple_search,3571.75,78,45,27,24,23,20,45.79,79.37,132.29,155.29,False
2024-07-08,meta,7087.24,254,94,41,33,28,23,27.9,75.4,172.86,253.12,False
2024-07-08,google,11804.69,352,145,78,67,55,51,33.54,81.41,151.34,214.63,False
2024-07-08,tiktok,5527.03,276,66,18,12,9,6,20.03,83.74,307.06,614.11,False
2024-07-08,apple_search,3491.35,82,44,25,22,19,18,42.58,79.35,139.65,183.76,False
2024-07-09,meta,9437.14,299,110,50,41,33,26,31.56,85.79,188.74,285.97,False
2024-07-09,google,11712.46,375,143,72,60,52,47,31.23,81.91,162.67,225.24,False
2024-07-09,tiktok,4605.98,251,61,17,11,9,5,18.35,75.51,270.94,511.78,False
2024-07-09,apple_search,3570.74,74,39,23,21,18,14,48.25,91.56,155.25,198.37,False
2024-07-10,meta,6388.5,258,93,42,34,30,22,24.76,68.69,152.11,212.95,False
2024-07-10,google,12630.13,312,125,59,49,42,36,40.48,101.04,214.07,300.72,False
2024-07-10,tiktok,5790.89,283,70,19,13,9,6,20.46,82.73,304.78,643.43,False
2024-07-10,apple_search,3965.27,83,43,25,22,20,18,47.77,92.22,158.61,198.26,False
2024-07-11,meta,12634.15,296,106,46,37,30,23,42.68,119.19,274.66,421.14,False
2024-07-11,google,13699.72,419,176,97,78,65,50,32.7,77.84,141.23,210.76,False
2024-07-11,tiktok,4701.72,272,68,20,13,10,7,17.29,69.14,235.09,470.17,False
2024-07-11,apple_search,3669.44,73,40,23,20,18,16,50.27,91.74,159.54,203.86,False
2024-07-12,meta,6753.78,269,86,40,32,28,21,25.11,78.53,168.84,241.21,False
2024-07-12,google,9070.38,277,121,60,51,42,31,32.75,74.96,151.17,215.96,False
2024-07-12,tiktok,4149.26,214,53,14,10,7,5,19.39,78.29,296.38,592.75,False
2024-07-12,apple_search,3093.98,88,48,28,23,21,19,35.16,64.46,110.5,147.33,False
2024-07-13,meta,7860.16,292,105,45,36,32,25,26.92,74.86,174.67,245.63,False
2024-07-13,google,9600.25,295,119,59,49,44,35,32.54,80.67,162.72,218.19,False
2024-07-13,tiktok,3203.44,227,57,15,10,7,6,14.11,56.2,213.56,457.63,False
2024-07-13,apple_search,2579.52,76,44,26,23,19,18,33.94,58.63,99.21,135.76,False
2024-07-14,meta,9042.82,354,130,56,43,38,31,25.54,69.56,161.48,237.97,False
2024-07-14,google,11706.09,346,146,81,69,57,47,33.83,80.18,144.52,205.37,False
2024-07-14,tiktok,5441.64,348,86,25,17,13,10,15.64,63.27,217.67,418.59,False
2024-07-14,apple_search,3563.42,89,49,26,23,20,19,40.04,72.72,137.05,178.17,False
2024-07-15,meta,1622.92,67,22,10,8,7,5,24.22,73.77,162.29,231.85,True
2024-07-15,google,9616.78,310,125,57,50,42,36,31.02,76.93,168.72,228.97,False
2024-07-15,tiktok,5912.29,272,66,20,13,9,7,21.74,89.58,295.61,656.92,False
2024-07-15,apple_search,3358.22,86,49,31,28,26,19,39.05,68.54,108.33,129.16,False
2024-07-16,meta,1952.37,90,29,12,9,7,6,21.69,67.32,162.7,278.91,True
2024-07-16,google,10507.22,306,124,68,57,48,41,34.34,84.74,154.52,218.9,False
2024-07-16,tiktok,7503.98,329,87,26,18,15,9,22.81,86.25,288.61,500.27,False
2024-07-16,apple_search,3282.76,73,42,28,26,23,19,44.97,78.16,117.24,142.73,False
2024-07-17,meta,1713.8,62,23,10,8,7,5,27.64,74.51,171.38,244.83,True
2024-07-17,google,11885.03,355,153,79,64,57,51,33.48,77.68,150.44,208.51,False
2024-07-17,tiktok,5624.66,329,77,23,15,12,8,17.1,73.05,244.55,468.72,False
2024-07-17,apple_search,3634.23,100,56,35,30,27,24,36.34,64.9,103.84,134.6,False
2024-07-18,meta,1717.73,71,23,9,7,6,4,24.19,74.68,190.86,286.29,True
2024-07-18,google,11341.32,418,184,103,88,78,59,27.13,61.64,110.11,145.4,False
2024-07-18,tiktok,4748.27,196,51,16,11,8,5,24.23,93.1,296.77,593.53,False
2024-07-18,apple_search,3525.95,98,49,31,27,24,23,35.98,71.96,113.74,146.91,False
2024-07-19,meta,1494.41,64,22,10,8,6,5,23.35,67.93,149.44,249.07,True
2024-07-19,google,9174.78,330,138,74,66,56,45,27.8,66.48,123.98,163.84,False
2024-07-19,tiktok,4191.8,182,45,13,9,6,4,23.03,93.15,322.45,698.63,False
2024-07-19,apple_search,2370.35,58,32,21,18,17,16,40.87,74.07,112.87,139.43,False
2024-07-20,meta,1349.24,61,20,9,7,6,4,22.12,67.46,149.92,224.87,True
2024-07-20,google,10415.05,402,160,81,69,60,47,25.91,65.09,128.58,173.58,False
2024-07-20,tiktok,1400.44,99,25,6,4,3,2,14.15,56.02,233.41,466.81,False
2024-07-20,apple_search,3150.49,80,44,27,25,20,18,39.38,71.6,116.68,157.52,False
2024-07-21,meta,2078.57,89,33,14,11,9,7,23.35,62.99,148.47,230.95,True
2024-07-21,google,9279.86,291,113,60,52,39,40,31.89,82.12,154.66,237.95,False
2024-07-21,tiktok,9162.56,376,90,30,20,15,11,24.37,101.81,305.42,610.84,False
2024-07-21,apple_search,3839.7,96,51,30,26,22,21,40.0,75.29,127.99,174.53,False
2024-07-22,meta,1650.28,61,22,9,7,6,4,27.05,75.01,183.36,275.05,True
2024-07-22,google,8906.4,306,121,68,58,47,39,29.11,73.61,130.98,189.5,False
2024-07-22,tiktok,5486.09,319,79,23,16,11,8,17.2,69.44,238.53,498.74,False
2024-07-22,apple_search,2675.29,78,43,25,23,20,16,34.3,62.22,107.01,133.76,False
2024-07-23,meta,2032.02,91,32,14,11,9,7,22.33,63.5,145.14,225.78,True
2024-07-23,google,8681.32,278,126,63,52,44,35,31.23,68.9,137.8,197.3,False
2024-07-23,tiktok,2520.48,151,38,11,7,5,4,16.69,66.33,229.13,504.1,False
2024-07-23,apple_search,3311.87,79,42,26,24,20,18,41.92,78.85,127.38,165.59,False
2024-07-24,meta,1889.6,73,25,10,7,6,5,25.88,75.58,188.96,314.93,True
2024-07-24,google,11512.36,354,141,73,59,56,40,32.52,81.65,157.7,205.58,False
2024-07-24,tiktok,5344.7,264,67,19,13,10,7,20.25,79.77,281.3,534.47,False
2024-07-24,apple_search,3546.06,80,40,24,21,19,17,44.33,88.65,147.75,186.63,False
2024-07-25,meta,1851.22,67,25,11,9,7,6,27.63,74.05,168.29,264.46,True
2024-07-25,google,9469.91,325,134,69,59,46,40,29.14,70.67,137.25,205.87,False
2024-07-25,tiktok,6254.08,395,98,30,20,17,10,15.83,63.82,208.47,367.89,False
2024-07-25,apple_search,3399.31,72,34,21,18,16,15,47.21,99.98,161.87,212.46,False
2024-07-26,meta,2233.04,94,33,14,11,9,7,23.76,67.67,159.5,248.12,True
2024-07-26,google,11607.97,398,168,77,64,62,46,29.17,69.1,150.75,187.23,False
2024-07-26,tiktok,6078.1,368,93,26,16,13,9,16.52,65.36,233.77,467.55,False
2024-07-26,apple_search,2908.83,67,36,22,19,16,17,43.42,80.8,132.22,181.8,False
2024-07-27,meta,1386.11,50,17,7,5,5,3,27.72,81.54,198.02,277.22,True
2024-07-27,google,9378.55,274,119,62,52,40,41,34.23,78.81,151.27,234.46,False
2024-07-27,tiktok,3297.37,186,47,13,8,6,5,17.73,70.16,253.64,549.56,False
2024-07-27,apple_search,2698.91,93,48,28,24,22,19,29.02,56.23,96.39,122.68,False
2024-07-28,meta,1952.83,76,24,9,6,5,4,25.7,81.37,216.98,390.57,True
2024-07-28,google,10331.45,372,165,84,67,58,49,27.77,62.61,122.99,178.13,False
2024-07-28,tiktok,4671.02,248,59,17,11,8,6,18.83,79.17,274.77,583.88,False
2024-07-28,apple_search,3048.15,89,46,26,23,19,19,34.25,66.26,117.24,160.43,False
2024-07-29,meta,5710.2,266,96,39,30,28,20,21.47,59.48,146.42,203.94,False
2024-07-29,google,10044.95,251,103,52,45,34,28,40.02,97.52,193.17,295.44,False
2024-07-29,tiktok,6210.39,358,82,25,17,13,9,17.35,75.74,248.42,477.72,False
2024-07-29,apple_search,2504.06,66,38,22,19,17,12,37.94,65.9,113.82,147.3,False
2024-07-30,meta,11152.09,335,120,53,45,36,28,33.29,92.93,210.42,309.78,False
2024-07-30,google,9950.76,348,132,70,57,53,43,28.59,75.38,142.15,187.75,False
2024-07-30,tiktok,6470.33,336,76,21,14,11,8,19.26,85.14,308.11,588.21,False
2024-07-30,apple_search,3478.59,79,41,25,20,21,18,44.03,84.84,139.14,165.65,False
2024-07-31,meta,10541.88,303,112,56,44,39,30,34.79,94.12,188.25,270.3,False
2024-07-31,google,9066.44,315,137,69,60,45,37,28.78,66.18,131.4,201.48,False
2024-07-31,tiktok,5754.52,311,74,23,16,12,8,18.5,77.76,250.2,479.54,False
2024-07-31,apple_search,3539.88,84,50,29,27,23,18,42.14,70.8,122.06,153.91,False
2024-08-01,meta,10713.69,367,133,63,52,41,37,29.19,80.55,170.06,261.31,False
2024-08-01,google,11112.84,370,138,73,60,56,46,30.03,80.53,152.23,198.44,False
2024-08-01,tiktok,5889.07,330,78,25,18,13,10,17.85,75.5,235.56,453.01,False
2024-08-01,apple_search,3143.82,75,41,25,22,20,18,41.92,76.68,125.75,157.19,False
2024-08-02,meta,6414.44,271,98,44,37,28,24,23.67,65.45,145.78,229.09,False
2024-08-02,google,8105.87,244,99,49,40,34,31,33.22,81.88,165.43,238.41,False
2024-08-02,tiktok,4336.52,211,55,15,10,7,5,20.55,78.85,289.1,619.5,False
2024-08-02,apple_search,3138.61,85,44,30,27,23,23,36.92,71.33,104.62,136.46,False
2024-08-03,meta,7813.86,313,123,54,43,36,31,24.96,63.53,144.7,217.05,False
2024-08-03,google,7712.95,212,86,41,34,30,23,36.38,89.69,188.12,257.1,False
2024-08-03,tiktok,3028.32,184,47,12,8,6,4,16.46,64.43,252.36,504.72,False
2024-08-03,apple_search,3168.67,100,54,33,29,26,26,31.69,58.68,96.02,121.87,False
2024-08-04,meta,7061.86,255,95,44,35,31,24,27.69,74.34,160.5,227.8,False
2024-08-04,google,13049.25,381,168,98,84,70,62,34.25,77.67,133.16,186.42,False
2024-08-04,tiktok,5024.26,350,88,26,17,14,10,14.36,57.09,193.24,358.88,False
2024-08-04,apple_search,3152.51,86,43,26,23,22,17,36.66,73.31,121.25,143.3,False
2024-08-05,meta,7138.39,256,83,39,33,26,23,27.88,86.0,183.04,274.55,False
2024-08-05,google,11217.39,345,142,72,58,52,43,32.51,79.0,155.8,215.72,False
2024-08-05,tiktok,6548.55,338,83,23,16,12,8,19.37,78.9,284.72,545.71,False
2024-08-05,apple_search,3340.95,87,46,27,24,20,19,38.4,72.63,123.74,167.05,False
2024-08-06,meta,7632.79,327,127,54,44,35,31,23.34,60.1,141.35,218.08,False
2024-08-06,google,9347.81,322,129,66,54,49,37,29.03,72.46,141.63,190.77,False
2024-08-06,tiktok,6270.99,316,78,23,15,12,9,19.84,80.4,272.65,522.58,False
2024-08-06,apple_search,3049.08,89,52,30,25,24,20,34.26,58.64,101.64,127.05,False
2024-08-07,meta,11268.7,371,124,52,44,34,28,30.37,90.88,216.71,331.43,False
2024-08-07,google,12264.0,349,146,75,65,55,45,35.14,84.0,163.52,222.98,False
2024-08-07,tiktok,5588.58,293,67,20,14,9,7,19.07,83.41,279.43,620.95,False
2024-08-07,apple_search,3013.23,84,47,28,24,22,17,35.87,64.11,107.62,136.97,False
2024-08-08,meta,8975.21,359,117,48,41,31,28,25.0,76.71,186.98,289.52,False
2024-08-08,google,10779.78,334,143,71,60,50,39,32.27,75.38,151.83,215.6,False
2024-08-08,tiktok,5954.68,309,76,21,15,11,8,19.27,78.35,283.56,541.33,False
2024-08-08,apple_search,3194.18,68,41,25,21,20,19,46.97,77.91,127.77,159.71,False
2024-08-09,meta,7429.12,327,120,51,40,36,22,22.72,61.91,145.67,206.36,False
2024-08-09,google,9151.49,259,106,54,45,37,30,35.33,86.33,169.47,247.34,False
2024-08-09,tiktok,7328.99,419,98,31,21,16,11,17.49,74.79,236.42,458.06,False
2024-08-09,apple_search,2611.15,77,42,25,21,19,15,33.91,62.17,104.45,137.43,False
2024-08-10,meta,7454.98,256,88,42,35,28,22,29.12,84.72,177.5,266.25,False
2024-08-10,google,11399.99,370,152,73,62,54,42,30.81,75.0,156.16,211.11,False
2024-08-10,tiktok,4989.42,270,66,17,11,9,6,18.48,75.6,293.5,554.38,False
2024-08-10,apple_search,2805.16,69,38,23,20,19,17,40.65,73.82,121.96,147.64,False
2024-08-11,meta,7945.46,320,115,53,41,37,27,24.83,69.09,149.91,214.74,False
2024-08-11,google,10453.9,421,179,91,72,70,50,24.83,58.4,114.88,149.34,False
2024-08-11,tiktok,4091.4,231,61,19,13,10,6,17.71,67.07,215.34,409.14,False
2024-08-11,apple_search,3322.64,85,49,31,28,24,23,39.09,67.81,107.18,138.44,False
2024-08-12,meta,8601.63,287,98,44,37,29,22,29.97,87.77,195.49,296.61,False
2024-08-12,google,10976.67,348,147,79,69,55,46,31.54,74.67,138.95,199.58,False
2024-08-12,tiktok,4033.63,253,67,19,13,10,7,15.94,60.2,212.3,403.36,False
2024-08-12,apple_search,3413.41,76,43,25,21,19,17,44.91,79.38,136.54,179.65,False
2024-08-13,meta,8415.98,271,99,47,36,33,24,31.06,85.01,179.06,255.03,False
2024-08-13,google,12000.72,360,151,77,67,52,48,33.34,79.47,155.85,230.78,False
2024-08-13,tiktok,6938.88,369,102,29,20,15,11,18.8,68.03,239.27,462.59,False
2024-08-13,apple_search,3261.99,80,46,27,23,21,20,40.77,70.91,120.81,155.33,False
2024-08-14,meta,10502.74,363,135,56,45,37,30,28.93,77.8,187.55,283.86,False
2024-08-14,google,10970.26,368,151,79,67,54,47,29.81,72.65,138.86,203.15,False
2024-08-14,tiktok,5235.3,286,71,21,14,11,7,18.31,73.74,249.3,475.94,False
2024-08-14,apple_search,3023.29,101,52,30,27,21,21,29.93,58.14,100.78,143.97,False
2024-08-15,meta,11462.64,315,99,41,34,29,21,36.39,115.78,279.58,395.26,False
2024-08-15,google,11728.06,408,186,95,75,65,56,28.75,63.05,123.45,180.43,False
